sequence_number	US	source_a	source_c	source_b	source_d	source_e	source_m	source_o	source_h	source_r	source_s	source_t	source_u	source_p	source_x	source_w	Freq	last_update_days_ago	1st_update_days_ago	Web order	Gender=male	Address_is_res	Purchase	Spending
1563	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3709	3709	1	1	0	1	198.23
1564	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3704	3704	1	1	0	1	326.11
1565	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1267	1267	1	0	0	0	0.07
1566	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3241	3241	1	0	0	1	47.98
1567	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2728	2728	0	1	0	0	0
1568	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3243	3243	0	1	0	1	182.82
1569	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2618	2618	1	0	0	0	0
1570	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2900	2900	0	0	0	0	0
1571	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	673	673	0	1	1	0	0
1572	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2278	2278	0	0	0	1	53.5
1573	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3944	3944	0	1	0	0	0
1574	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1836	4096	0	0	0	1	179
1575	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2331	2331	0	1	0	0	0.07
1576	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2074	2074	0	1	0	1	129.5
1577	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3009	3009	1	0	0	0	0.07
1578	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	640	640	1	1	0	1	58
1579	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1235	1252	0	0	1	0	0.06
1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1646	1717	0	0	1	1	98.08
1581	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	899	899	0	1	0	0	0
1582	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2803	3549	1	1	0	0	0.07
1583	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1868	2185	1	0	0	1	49
1584	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2467	2467	1	0	0	1	135.5
1585	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1722	1745	0	0	1	1	439.01
1586	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3680	3680	0	1	0	0	0
1587	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3265	3265	0	1	0	1	97.98
1588	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3684	3684	1	1	0	1	69.02
1589	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2618	2618	0	0	0	1	129.5
1590	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4127	4127	0	1	0	0	0
1591	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1226	1240	0	0	1	1	39.56
1592	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1582	1617	0	1	0	0	0.06
1593	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1240	1240	1	1	0	0	0
1594	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2375	2422	0	1	1	1	318.07
1595	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	90	3747	0	0	0	1	399.03
1596	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1436	1463	0	0	1	0	0.06
1597	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3311	3311	0	0	0	1	68
1598	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2962	3157	1	1	0	1	181
1599	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2310	2310	1	0	0	1	135.5
1600	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	245	2607	1	0	0	1	654.5
1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1322	1322	0	1	0	0	0
1602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	77	1169	0	0	1	1	406.95
1603	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2192	2192	1	0	0	0	0
1604	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2690	2690	1	0	0	1	163
1605	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2829	2829	0	0	1	1	184.5
1606	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	253	253	0	1	1	0	0
1607	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3339	3339	0	0	0	0	0.07
1608	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2499	2499	1	0	0	1	84.5
1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2009	2009	1	0	0	0	0
1610	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1863	2186	1	0	0	1	136
1611	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2005	2005	0	1	0	0	0
1612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1164	1164	0	0	0	0	0
1613	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3975	3975	0	1	0	0	0
1614	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3185	3185	0	1	0	0	0
1615	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1400	1746	1	0	1	1	63.06
1616	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3611	3914	0	0	0	1	173
1617	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2901	2901	0	0	0	0	0
1618	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4036	4036	1	1	1	1	97.48
1619	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1143	2607	1	0	0	1	1123
1620	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1920	1946	0	1	1	0	0.06
1621	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2807	2807	0	0	1	1	59.5
1622	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	843	843	0	1	0	0	0
1623	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3125	3125	1	0	0	0	0.16
1624	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1584	1584	0	1	0	1	139.5
1625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1087	1087	1	1	0	1	263
1626	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	723	723	0	1	1	0	0.06
1627	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	197	4005	0	1	0	0	0.07
1628	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1856	2564	0	1	0	1	141.44
1629	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	3500	1	0	0	0	0
1630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	3401	1	1	0	0	0
1631	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2996	2996	0	0	0	1	150
1632	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4188	4188	0	0	0	1	127.22
1633	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1582	1603	1	0	1	0	0.06
1634	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1646	1709	0	0	1	1	166.56
1635	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2728	2728	0	0	0	0	0
1636	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2009	2009	0	0	0	0	0
1637	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1582	1611	0	1	1	0	0.06
1638	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3390	3390	1	0	0	0	0.08
1639	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3528	3528	0	1	0	0	0
1640	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2682	2859	0	1	0	1	429.07
1641	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1968	1968	0	0	0	0	0.07
1642	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3852	3852	1	1	0	0	0
1643	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3262	3262	0	0	0	0	0.07
1644	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	2045	2508	1	1	1	1	186.56
1645	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2150	2193	1	1	1	0	0.06
1646	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3131	3131	0	0	0	0	0
1647	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2996	2996	0	1	0	0	0
1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	71	71	1	1	0	1	54.95
1649	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	164	164	0	0	0	1	134.81
1650	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2670	2670	0	1	0	0	0.07
1651	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2735	2735	0	0	0	0	0
1652	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3325	3325	1	1	0	0	0.07
1653	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2732	2732	0	0	0	0	0
1654	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1823	1869	0	1	0	1	75
1655	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2080	2108	1	1	1	1	160.56
1656	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2466	2632	0	0	0	1	274
1657	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	160	160	1	0	0	0	0
1658	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	0	0	0	0	0
1659	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1275	1311	0	0	1	0	0.06
1660	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2878	2878	0	1	0	0	0.07
1661	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1976	2834	1	0	0	1	67
1662	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3746	3746	0	0	0	0	0
1663	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2900	2900	1	1	0	0	0
1664	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3419	3419	1	1	0	0	0.07
1665	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2128	3013	1	0	0	1	79.5
1666	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1128	3382	0	1	0	1	152.57
1667	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	3401	0	0	0	0	0
1668	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1563	1568	0	0	0	1	462.5
1669	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2415	2415	1	0	0	0	0
1670	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	0	1	0	0	0
1671	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2936	2936	1	0	0	1	66.17
1672	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4005	4005	1	1	0	1	67.9
1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1416	1416	0	0	0	0	0
1674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1528	1528	0	1	0	0	0
1675	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1382	2402	1	1	0	1	159
1676	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1856	1883	0	1	1	0	0.06
1677	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	260	260	0	0	0	1	148
1678	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	526	526	1	0	0	1	279.85
1679	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3360	3694	0	0	1	1	247
1680	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3507	3507	1	0	0	0	0
1681	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2291	2291	1	0	0	0	0.07
1682	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1240	1240	1	1	0	0	0.07
1683	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1835	1835	0	0	0	0	0
1684	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2317	2317	1	1	1	0	0
1685	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1879	1925	0	0	1	0	0.06
1686	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2327	2327	1	1	0	1	418
1687	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1856	1883	0	0	1	0	0.06
1688	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1115	2005	1	0	0	1	390
1689	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2408	2408	0	1	0	1	129.5
1690	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1128	1128	0	0	1	1	43.5
1691	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2766	2766	0	1	0	0	0
1692	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1123	1242	1	0	0	1	398.5
1693	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1823	1849	0	0	0	1	229.55
1694	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3353	3353	0	0	0	0	0
1695	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1801	1828	0	1	1	0	0.06
1696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	617	617	0	1	0	1	178
1697	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	416	416	1	1	0	1	40
1698	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3403	3403	0	1	0	0	0
1699	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	3401	0	0	0	0	0
1700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	434	463	1	0	0	1	184
1701	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3306	3306	0	1	0	1	68
1702	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3125	3125	1	1	0	1	133.5
1703	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	556	1823	0	1	1	0	0.06
1704	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	1710	3668	1	0	1	1	212.97
1705	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3852	3852	1	1	0	0	0
1706	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2746	2746	1	1	0	1	411
1707	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3579	3579	1	1	0	1	107.07
1708	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3397	3397	0	0	0	0	0.07
1709	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3646	3646	0	1	0	1	127.71
1710	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	0	1	0	0	0
1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1850	1850	1	0	0	1	136
1712	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3458	3458	1	1	0	0	0.08
1713	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3177	3177	0	1	0	1	10
1714	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1577	2081	1	0	1	1	587.61
1715	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3694	3694	1	1	0	0	0
1716	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2380	2380	1	0	0	0	0
1717	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2787	2787	0	0	0	1	3.6
1718	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1710	1710	0	0	0	0	0
1719	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	709	709	1	1	1	0	0.06
1720	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	920	920	0	1	1	1	140.5
1721	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2417	2417	0	0	0	1	84.5
1722	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1962	1983	0	0	1	0	0.06
1723	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1774	1774	1	0	1	0	0
1724	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2284	2634	0	1	1	1	251
1725	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	539	539	1	0	0	0	0.07
1726	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3583	3747	1	0	0	1	42.53
1727	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	216	4065	1	0	1	1	378.18
1728	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1856	1883	0	1	1	0	0.06
1729	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1352	1352	0	0	0	0	0
1730	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	962	2943	1	1	0	1	206.07
1731	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3171	3171	0	1	1	0	0
1732	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	198	198	0	0	0	0	0.07
1733	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3164	3164	0	0	1	0	0
1734	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2446	2478	0	0	1	1	99.5
1735	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1877	1877	1	1	0	1	55.72
1736	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2900	2900	0	0	0	0	0
1737	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2004	2004	0	0	0	0	0
1738	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	192	192	1	0	0	0	0.07
1739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	532	532	0	1	1	0	0.06
1740	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3222	3222	1	1	0	1	33.5
1741	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2669	2669	0	1	0	0	0
1742	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1618	1653	0	1	1	1	3.21
1743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	470	470	0	1	0	0	0
1744	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3243	3243	1	0	0	1	252.21
1745	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3694	3694	0	1	0	0	0
1746	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3453	3453	1	0	0	0	0.07
1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1036	1036	0	1	0	0	0
1748	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	192	3207	0	0	0	1	1133
1749	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1752	1771	0	0	1	0	0.06
1750	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2311	2311	1	1	0	0	0
1751	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2998	2998	0	1	0	1	410
1752	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1261	1261	1	1	0	1	43.5
1753	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2634	2634	1	0	0	1	74
1754	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1514	1514	0	1	0	0	0
1755	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3229	3229	0	0	0	1	135.95
1756	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3746	3746	1	1	0	0	0
1757	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	702	702	1	1	0	0	0.07
1758	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	227	2915	1	1	1	1	508.06
1759	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3496	3496	0	0	0	1	3.19
1760	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	644	3188	1	0	1	1	260.13
1761	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1878	2619	0	1	0	1	181.95
1762	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1968	1968	1	0	0	0	0.07
1763	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1130	3944	1	1	0	1	1054.68
1764	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3311	3311	0	1	0	0	0.07
1765	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	360	2696	0	1	0	1	278.5
1766	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	91	4096	0	0	0	1	1325.55
1767	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2905	2905	1	1	0	0	0.07
1768	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	875	1536	0	1	1	1	197.06
1769	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	896	0	0	0	0	0
1770	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	862	862	0	0	0	0	0
1771	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2243	2243	1	0	0	0	0.07
1772	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2859	2859	0	1	0	0	0
1773	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2744	2744	0	1	0	0	0
1774	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2787	2787	0	1	0	0	0.07
1775	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3523	4096	1	0	1	1	98
1776	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3229	3229	1	1	0	1	68
1777	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2971	2976	1	1	0	1	316
1778	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3487	3487	0	1	0	0	0
1779	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2850	2850	0	1	0	0	0.07
1780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1018	1018	0	0	0	0	0
1781	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1948	1948	1	1	0	1	53.5
1782	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3416	3416	1	1	0	1	10
1783	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2844	2844	1	0	0	0	0
1784	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	604	604	0	1	0	0	0.07
1785	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4127	4127	0	0	0	1	34.95
1786	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1983	2158	1	1	0	1	190
1787	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3041	3041	0	1	0	0	0
1788	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3249	3249	0	0	0	0	0
1789	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2880	2880	0	1	0	0	0
1790	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	3401	0	1	0	0	0
1791	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3177	3177	1	0	1	0	0.07
1792	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2366	3120	1	1	0	1	288.17
1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	982	1010	0	1	1	0	0.06
1794	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2831	2865	0	1	1	1	160.57
1795	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	192	192	1	0	0	0	0.07
1796	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3703	3703	0	1	0	0	0.07
1797	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	723	723	0	0	1	0	0.06
1798	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2997	2997	1	1	0	0	0
1799	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2425	2425	0	0	0	0	0
1800	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2326	2334	1	1	0	1	343.07
1801	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2796	2796	1	0	0	0	0
1802	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	470	3194	1	0	1	1	242
1803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	967	967	0	0	1	0	0.06
1804	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2950	2950	1	0	0	0	0
1805	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1658	2467	1	1	1	1	183.51
1806	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2324	2324	0	0	0	0	0.07
1807	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	945	945	0	1	0	0	0.07
1808	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	721	1484	1	0	0	1	83.07
1809	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3354	3355	1	0	0	1	344.7
1810	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2456	2576	0	1	0	1	220
1811	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3069	3069	0	1	1	0	0.07
1812	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1095	1095	1	0	0	0	0.06
1813	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	2836	3143	1	1	0	1	506
1814	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2955	2955	1	1	1	1	172.95
1815	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3342	3342	0	1	0	1	110
1816	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	974	974	0	0	0	0	0.07
1817	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1653	1653	0	0	0	0	0
1818	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3276	3311	1	0	0	1	140.07
1819	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2975	2975	1	0	0	0	0.07
1820	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3494	3494	0	1	0	0	0
